,time,month,day,hour,generation solar,generation wind onshore,temp,pressure,humidity,wind_speed,weather_id
0,2014-12-31 23:00:00+00:00,12.0,31.0,23.0,49.0,6378.0,272.4914625,1016.4,82.4,2.0,800.0
1,2015-01-01 00:00:00+00:00,1.0,1.0,0.0,50.0,5890.0,272.5127,1016.2,82.4,2.0,800.0
2,2015-01-01 01:00:00+00:00,1.0,1.0,1.0,50.0,5461.0,272.0991375,1016.8,82.0,2.4,800.0
3,2015-01-01 02:00:00+00:00,1.0,1.0,2.0,50.0,5238.0,272.08946875,1016.6,82.0,2.4,800.0
4,2015-01-01 03:00:00+00:00,1.0,1.0,3.0,42.0,4935.0,272.1459,1016.6,82.0,2.4,800.0
5,2015-01-01 04:00:00+00:00,1.0,1.0,4.0,34.0,4618.0,272.024,1017.4,82.6,2.4,800.0
6,2015-01-01 05:00:00+00:00,1.0,1.0,5.0,34.0,4397.0,272.0584,1017.4,82.6,2.4,800.0
7,2015-01-01 06:00:00+00:00,1.0,1.0,6.0,35.0,3992.0,272.3466,1017.6,82.2,2.4,800.0
8,2015-01-01 07:00:00+00:00,1.0,1.0,7.0,54.0,3629.0,273.9936,1018.8,81.2,1.4,800.0
9,2015-01-01 08:00:00+00:00,1.0,1.0,8.0,743.0,3073.0,274.1972,1018.8,81.0,1.4,800.0
10,2015-01-01 09:00:00+00:00,1.0,1.0,9.0,2019.0,2683.0,275.2296,1018.8,76.2,1.4,800.0
11,2015-01-01 10:00:00+00:00,1.0,1.0,10.0,3197.0,2771.0,282.2453375,1019.2,72.4,1.8,800.0
12,2015-01-01 11:00:00+00:00,1.0,1.0,11.0,3885.0,2906.0,283.00146875,1019.2,69.2,1.8,800.0
13,2015-01-01 12:00:00+00:00,1.0,1.0,12.0,4007.0,2923.0,282.7021,1019.2,71.4,1.8,800.0
14,2015-01-01 13:00:00+00:00,1.0,1.0,13.0,3973.0,2945.0,284.35119375,1032.2,52.8,2.0,800.0
15,2015-01-01 14:00:00+00:00,1.0,1.0,14.0,3818.0,2709.0,284.89760624999997,1033.2,51.0,1.8,800.0
16,2015-01-01 15:00:00+00:00,1.0,1.0,15.0,3088.0,2552.0,281.2869,1033.2,66.4,2.0,800.0
17,2015-01-01 16:00:00+00:00,1.0,1.0,16.0,1467.0,2699.0,283.21899375,1034.6,58.8,2.0,800.0
18,2015-01-01 17:00:00+00:00,1.0,1.0,17.0,404.0,2764.0,280.994,1035.0,68.2,2.0,800.0
19,2015-01-01 18:00:00+00:00,1.0,1.0,18.0,139.0,2913.0,279.66695625,1025.4,69.4,2.0,800.2
20,2015-01-01 19:00:00+00:00,1.0,1.0,19.0,100.0,3118.0,277.1936,1027.2,81.0,2.0,800.2
21,2015-01-01 20:00:00+00:00,1.0,1.0,20.0,75.0,3373.0,275.6182,1019.2,84.2,1.8,800.2
22,2015-01-01 21:00:00+00:00,1.0,1.0,21.0,74.0,3508.0,275.68559999999997,1019.2,83.8,1.8,800.0
23,2015-01-01 22:00:00+00:00,1.0,1.0,22.0,56.0,3527.0,274.2422625,1019.6,84.2,1.4,800.2
24,2015-01-01 23:00:00+00:00,1.0,1.0,23.0,54.0,13232.0,274.22813125,1019.6,84.2,1.6,800.0
25,2015-01-02 00:00:00+00:00,1.0,2.0,0.0,54.0,12760.0,274.0337,1019.6,84.4,1.4,800.2
26,2015-01-02 01:00:00+00:00,1.0,2.0,1.0,54.0,12174.0,273.59266875000003,1019.0,84.8,1.6,800.0
27,2015-01-02 02:00:00+00:00,1.0,2.0,2.0,53.0,11358.0,273.45833125,1019.0,84.8,1.6,800.0
28,2015-01-02 03:00:00+00:00,1.0,2.0,3.0,53.0,11199.0,273.4648,1019.2,85.0,1.6,800.0
29,2015-01-02 04:00:00+00:00,1.0,2.0,4.0,63.0,11152.0,272.9289375,1019.8,84.4,1.4,800.0
30,2015-01-02 05:00:00+00:00,1.0,2.0,5.0,55.0,11169.0,272.88846875,1019.8,84.6,1.4,800.2
31,2015-01-02 06:00:00+00:00,1.0,2.0,6.0,54.0,11205.0,273.169,1019.8,84.2,1.4,800.2
32,2015-01-02 07:00:00+00:00,1.0,2.0,7.0,116.0,10920.0,275.02393125,1020.8,83.4,1.6,800.2
33,2015-01-02 08:00:00+00:00,1.0,2.0,8.0,1039.0,10491.0,275.19746875,1021.0,83.2,1.6,800.2
34,2015-01-02 09:00:00+00:00,1.0,2.0,9.0,2373.0,10156.0,276.246,1021.0,78.8,1.6,800.2
35,2015-01-02 10:00:00+00:00,1.0,2.0,10.0,3699.0,10421.0,280.48186875,1021.0,75.2,1.6,800.2
36,2015-01-02 11:00:00+00:00,1.0,2.0,11.0,4154.0,11230.0,282.9131375,1029.8,63.6,1.6,800.2
37,2015-01-02 12:00:00+00:00,1.0,2.0,12.0,4074.0,11920.0,283.43940000000003,1021.0,74.0,1.6,800.2
38,2015-01-02 13:00:00+00:00,1.0,2.0,13.0,3851.0,11819.0,285.72592499999996,1037.8,52.0,1.6,800.2
39,2015-01-02 14:00:00+00:00,1.0,2.0,14.0,3619.0,11961.0,286.107475,1036.8,52.0,1.8,800.2
40,2015-01-02 15:00:00+00:00,1.0,2.0,15.0,3024.0,12025.0,282.5882,1038.0,68.4,1.6,800.4
41,2015-01-02 16:00:00+00:00,1.0,2.0,16.0,2053.0,12077.0,284.27,1036.6,63.0,1.6,800.2
42,2015-01-02 17:00:00+00:00,1.0,2.0,17.0,769.0,11276.0,282.051,1036.6,73.6,1.6,800.4
43,2015-01-02 18:00:00+00:00,1.0,2.0,18.0,266.0,10510.0,280.1599,1019.8,82.6,1.6,800.6
44,2015-01-02 19:00:00+00:00,1.0,2.0,19.0,165.0,10406.0,278.2275,1029.0,85.0,1.6,800.8
45,2015-01-02 20:00:00+00:00,1.0,2.0,20.0,137.0,10445.0,276.623,1020.6,85.4,1.6,800.6
46,2015-01-02 21:00:00+00:00,1.0,2.0,21.0,137.0,9976.0,276.64059999999995,1020.4,85.6,1.6,800.6
47,2015-01-02 22:00:00+00:00,1.0,2.0,22.0,137.0,9527.0,276.0826,1020.6,85.8,1.6,800.6
48,2015-01-02 23:00:00+00:00,1.0,2.0,23.0,62.0,9264.0,275.51529999999997,1025.6,85.6,1.6,800.4
49,2015-01-03 00:00:00+00:00,1.0,3.0,0.0,62.0,9135.0,275.03340000000003,1020.2,84.4,1.8,800.2
50,2015-01-03 01:00:00+00:00,1.0,3.0,1.0,61.0,9362.0,274.75993125,1020.0,85.2,1.8,800.2
51,2015-01-03 02:00:00+00:00,1.0,3.0,2.0,61.0,9628.0,274.32686875,1019.8,84.2,1.6,800.2
52,2015-01-03 03:00:00+00:00,1.0,3.0,3.0,61.0,9607.0,274.3136,1019.8,84.2,1.6,800.2
53,2015-01-03 04:00:00+00:00,1.0,3.0,4.0,61.0,9666.0,274.30953125,1019.4,84.0,1.8,800.4
54,2015-01-03 05:00:00+00:00,1.0,3.0,5.0,61.0,9743.0,273.8546625,1019.2,83.6,1.6,800.2
55,2015-01-03 06:00:00+00:00,1.0,3.0,6.0,63.0,9401.0,274.0041,1019.4,83.2,1.6,800.2
56,2015-01-03 07:00:00+00:00,1.0,3.0,7.0,233.0,8363.0,274.7111375,1019.4,83.0,1.6,800.2
57,2015-01-03 08:00:00+00:00,1.0,3.0,8.0,820.0,7924.0,275.9068625,1019.8,84.4,1.8,800.2
58,2015-01-03 09:00:00+00:00,1.0,3.0,9.0,1665.0,7592.0,276.8661,1019.8,80.6,1.8,800.0
59,2015-01-03 10:00:00+00:00,1.0,3.0,10.0,2488.0,7874.0,283.74706249999997,1019.6,76.6,1.8,800.0
60,2015-01-03 11:00:00+00:00,1.0,3.0,11.0,3218.0,8192.0,284.41853125,1019.6,74.0,1.8,800.0
61,2015-01-03 12:00:00+00:00,1.0,3.0,12.0,3695.0,8718.0,284.18120000000005,1019.6,76.2,1.8,800.0
62,2015-01-03 13:00:00+00:00,1.0,3.0,13.0,3780.0,9152.0,285.1556,1019.6,72.0,1.8,800.0
63,2015-01-03 14:00:00+00:00,1.0,3.0,14.0,3370.0,9382.0,287.19800000000004,1018.0,68.0,1.8,800.0
64,2015-01-03 15:00:00+00:00,1.0,3.0,15.0,2692.0,9307.0,285.18035,1022.4,71.6,1.6,800.0
65,2015-01-03 16:00:00+00:00,1.0,3.0,16.0,1931.0,8892.0,285.40399375,1034.4,63.0,1.4,800.0
66,2015-01-03 17:00:00+00:00,1.0,3.0,17.0,1015.0,8568.0,283.15100624999997,1035.0,71.0,1.2,800.0
67,2015-01-03 18:00:00+00:00,1.0,3.0,18.0,502.0,9005.0,281.2858,1017.8,84.6,1.2,800.0
68,2015-01-03 19:00:00+00:00,1.0,3.0,19.0,355.0,9672.0,277.69913125,1018.4,85.8,1.2,800.0
69,2015-01-03 20:00:00+00:00,1.0,3.0,20.0,291.0,10081.0,277.01666875,1017.0,76.4,1.2,800.0
70,2015-01-03 21:00:00+00:00,1.0,3.0,21.0,207.0,10537.0,277.5143,1017.2,73.4,1.4,800.0
71,2015-01-03 22:00:00+00:00,1.0,3.0,22.0,117.0,10953.0,276.07559999999995,1016.8,71.2,1.0,800.0
72,2015-01-03 23:00:00+00:00,1.0,3.0,23.0,692.0,8540.0,275.8,1016.8,71.8,1.2,800.0
73,2015-01-04 00:00:00+00:00,1.0,4.0,0.0,684.0,8080.0,276.033,1016.6,71.8,0.8,800.0
74,2015-01-04 01:00:00+00:00,1.0,4.0,1.0,648.0,7773.0,275.8262,1016.0,73.0,1.6,800.0
75,2015-01-04 02:00:00+00:00,1.0,4.0,2.0,640.0,7601.0,275.885,1016.0,73.6,1.8,800.2
76,2015-01-04 03:00:00+00:00,1.0,4.0,3.0,563.0,7584.0,275.8852,1015.8,74.2,1.6,800.4
77,2015-01-04 04:00:00+00:00,1.0,4.0,4.0,372.0,7812.0,275.77846875,1015.6,76.8,1.8,800.4
78,2015-01-04 05:00:00+00:00,1.0,4.0,5.0,179.0,7950.0,275.72953125,1015.6,77.6,1.8,800.6
79,2015-01-04 06:00:00+00:00,1.0,4.0,6.0,129.0,8228.0,276.0565,1015.6,78.6,1.8,740.0
80,2015-01-04 07:00:00+00:00,1.0,4.0,7.0,357.0,8341.0,276.92006875000004,1016.0,78.0,1.6,740.0
81,2015-01-04 08:00:00+00:00,1.0,4.0,8.0,1634.0,8569.0,277.97113125000004,1016.0,78.0,1.4,740.0
82,2015-01-04 09:00:00+00:00,1.0,4.0,9.0,3830.0,8433.0,278.7874,1016.2,76.2,1.4,740.0
83,2015-01-04 10:00:00+00:00,1.0,4.0,10.0,4937.0,8001.0,279.01486875,1016.2,76.2,1.4,740.0
84,2015-01-04 11:00:00+00:00,1.0,4.0,11.0,5302.0,7520.0,285.91893125,1015.4,72.4,1.4,740.0
85,2015-01-04 12:00:00+00:00,1.0,4.0,12.0,5590.0,7274.0,286.0086,1015.2,72.4,1.2,740.0
86,2015-01-04 13:00:00+00:00,1.0,4.0,13.0,5668.0,6878.0,286.8436,1021.4,68.0,1.2,740.0
87,2015-01-04 14:00:00+00:00,1.0,4.0,14.0,5593.0,7517.0,287.5586,1014.2,67.4,1.0,740.2
88,2015-01-04 15:00:00+00:00,1.0,4.0,15.0,5316.0,7999.0,287.1772,1014.2,69.8,0.8,740.2
89,2015-01-04 16:00:00+00:00,1.0,4.0,16.0,4907.0,8181.0,284.73046875,1014.0,77.4,0.8,740.2
90,2015-01-04 17:00:00+00:00,1.0,4.0,17.0,4200.0,8260.0,281.86893125,1014.2,86.4,1.0,740.2
91,2015-01-04 18:00:00+00:00,1.0,4.0,18.0,2911.0,8156.0,280.1983,1014.4,85.0,1.0,740.0
92,2015-01-04 19:00:00+00:00,1.0,4.0,19.0,1392.0,8347.0,278.53206875,1014.8,84.8,0.8,740.0
93,2015-01-04 20:00:00+00:00,1.0,4.0,20.0,748.0,8875.0,278.03803750000003,1018.2,84.6,0.8,740.0
94,2015-01-04 21:00:00+00:00,1.0,4.0,21.0,696.0,8922.0,278.09000000000003,1014.6,85.0,0.8,740.0
95,2015-01-04 22:00:00+00:00,1.0,4.0,22.0,672.0,8735.0,276.46863125,1017.6,83.4,1.2,740.0
96,2015-01-04 23:00:00+00:00,1.0,4.0,23.0,691.0,7351.0,276.1197625,1020.4,86.0,1.0,740.0
97,2015-01-05 00:00:00+00:00,1.0,5.0,0.0,668.0,7403.0,275.9745,1014.2,79.6,0.8,800.2
98,2015-01-05 01:00:00+00:00,1.0,5.0,1.0,662.0,7887.0,275.62073125,1014.0,79.6,1.2,800.6
99,2015-01-05 02:00:00+00:00,1.0,5.0,2.0,616.0,8117.5,275.14806875,1013.6,81.4,1.0,800.4
100,2015-01-05 03:00:00+00:00,1.0,5.0,3.0,570.0,8348.0,275.1292,1013.4,81.6,1.0,800.6
101,2015-01-05 04:00:00+00:00,1.0,5.0,4.0,428.0,8526.0,275.76766875,1013.2,83.4,0.8,800.8
102,2015-01-05 05:00:00+00:00,1.0,5.0,5.0,243.0,8518.0,275.5977375,1013.2,83.4,0.8,801.0
103,2015-01-05 06:00:00+00:00,1.0,5.0,6.0,155.0,8263.0,275.814,1013.2,84.0,0.8,801.0
104,2015-01-05 07:00:00+00:00,1.0,5.0,7.0,500.0,8326.0,276.3418,1013.2,83.6,0.8,801.0
105,2015-01-05 08:00:00+00:00,1.0,5.0,8.0,1333.0,8046.0,277.4924,1013.4,84.2,0.8,801.4
106,2015-01-05 09:00:00+00:00,1.0,5.0,9.0,2482.0,8439.0,278.5134,1012.8,78.8,1.2,801.0
107,2015-01-05 10:00:00+00:00,1.0,5.0,10.0,3339.0,9131.0,280.89106875,1013.0,76.0,1.2,801.4
108,2015-01-05 11:00:00+00:00,1.0,5.0,11.0,3282.5714285714284,8888.142857142857,283.58873125,1012.6,76.4,1.2,800.6
109,2015-01-05 12:00:00+00:00,1.0,5.0,12.0,3226.1428571428573,8645.285714285714,284.4702,1012.2,74.2,2.0,740.2
110,2015-01-05 13:00:00+00:00,1.0,5.0,13.0,3169.714285714286,8402.42857142857,285.1162,1010.8,69.8,1.4,800.8
111,2015-01-05 14:00:00+00:00,1.0,5.0,14.0,3113.285714285714,8159.571428571428,285.3111,1019.0,70.4,1.0,800.6
112,2015-01-05 15:00:00+00:00,1.0,5.0,15.0,3056.8571428571427,7916.714285714286,283.04734375,1017.4,79.0,1.2,740.0
113,2015-01-05 16:00:00+00:00,1.0,5.0,16.0,3000.4285714285716,7673.857142857143,283.813325,1027.4,78.2,1.2,740.0
114,2015-01-05 17:00:00+00:00,1.0,5.0,17.0,2944.0,7431.0,282.12066875,1027.8,85.0,1.2,740.0
115,2015-01-05 18:00:00+00:00,1.0,5.0,18.0,1971.0,6570.0,280.0048,1014.2,82.0,1.6,800.6
116,2015-01-05 19:00:00+00:00,1.0,5.0,19.0,958.0,5549.0,277.9974,1010.0,87.2,1.6,801.0
117,2015-01-05 20:00:00+00:00,1.0,5.0,20.0,605.0,4979.0,277.87120000000004,1010.0,88.0,0.6,801.0
118,2015-01-05 21:00:00+00:00,1.0,5.0,21.0,518.0,4822.0,277.9524,1009.8,88.6,1.6,801.0
119,2015-01-05 22:00:00+00:00,1.0,5.0,22.0,394.0,4982.0,277.08636875,1009.4,87.4,1.6,801.2
120,2015-01-05 23:00:00+00:00,1.0,5.0,23.0,626.0,4052.0,276.45173125,1009.0,86.4,1.8,801.4
121,2015-01-06 00:00:00+00:00,1.0,6.0,0.0,624.0,3832.0,276.3952,1009.0,86.0,0.8,801.6
122,2015-01-06 01:00:00+00:00,1.0,6.0,1.0,616.0,3398.0,275.68273750000003,1008.4,85.0,1.4,801.0
123,2015-01-06 02:00:00+00:00,1.0,6.0,2.0,582.0,3003.0,275.70306875,1008.6,83.6,1.2,801.2
124,2015-01-06 03:00:00+00:00,1.0,6.0,3.0,576.0,2569.0,275.45349999999996,1008.4,85.4,1.4,801.2
125,2015-01-06 04:00:00+00:00,1.0,6.0,4.0,499.0,2380.0,274.8759375,1008.6,86.2,1.2,802.0
126,2015-01-06 05:00:00+00:00,1.0,6.0,5.0,415.0,2196.0,274.99166875,1008.6,86.4,1.2,802.2
127,2015-01-06 06:00:00+00:00,1.0,6.0,6.0,412.0,1701.0,275.2579,1008.6,83.8,1.2,802.2
128,2015-01-06 07:00:00+00:00,1.0,6.0,7.0,1168.0,1102.0,277.14846250000005,1008.8,88.4,1.0,802.0
129,2015-01-06 08:00:00+00:00,1.0,6.0,8.0,3018.0,682.0,277.7145375,1009.0,86.0,1.0,802.2
130,2015-01-06 09:00:00+00:00,1.0,6.0,9.0,4129.0,470.0,278.78700000000003,1009.0,82.8,1.4,802.0
131,2015-01-06 10:00:00+00:00,1.0,6.0,10.0,4642.0,472.0,280.7718,1009.2,78.0,1.0,802.2
132,2015-01-06 11:00:00+00:00,1.0,6.0,11.0,4976.0,683.0,282.3664,1009.2,78.2,1.2,802.0
133,2015-01-06 12:00:00+00:00,1.0,6.0,12.0,5044.0,1041.0,282.96479999999997,1008.4,77.2,1.2,801.4
134,2015-01-06 13:00:00+00:00,1.0,6.0,13.0,4887.0,1652.0,283.8897375,1008.0,75.6,1.0,800.4
135,2015-01-06 14:00:00+00:00,1.0,6.0,14.0,4641.0,2761.0,283.98746875,1007.8,75.6,0.8,801.0
136,2015-01-06 15:00:00+00:00,1.0,6.0,15.0,4279.0,3277.0,281.7074,1008.2,81.8,0.8,801.4
137,2015-01-06 16:00:00+00:00,1.0,6.0,16.0,3824.0,3281.0,280.40693749999997,1008.2,85.2,0.6,801.0
138,2015-01-06 17:00:00+00:00,1.0,6.0,17.0,3132.0,3781.0,279.86746875,1008.6,88.0,0.8,801.2
139,2015-01-06 18:00:00+00:00,1.0,6.0,18.0,2383.0,3943.0,278.76849999999996,1009.2,85.4,0.8,802.0
140,2015-01-06 19:00:00+00:00,1.0,6.0,19.0,1586.0,4028.0,277.16006250000004,1009.2,86.4,1.0,802.4
141,2015-01-06 20:00:00+00:00,1.0,6.0,20.0,891.0,3661.0,277.08073125000004,1011.8,87.8,1.2,802.4
142,2015-01-06 21:00:00+00:00,1.0,6.0,21.0,696.0,3485.0,277.22476875,1009.6,87.2,1.0,802.0
143,2015-01-06 22:00:00+00:00,1.0,6.0,22.0,669.0,3276.0,276.8300625,1009.8,86.6,1.0,802.2
144,2015-01-06 23:00:00+00:00,1.0,6.0,23.0,1280.0,6210.0,276.69893750000006,1015.8,90.0,1.0,802.0
145,2015-01-07 00:00:00+00:00,1.0,7.0,0.0,1253.0,5993.0,276.6041,1010.0,86.6,1.0,802.2
146,2015-01-07 01:00:00+00:00,1.0,7.0,1.0,1231.0,5529.0,276.24186875,1010.4,85.4,1.2,740.6
147,2015-01-07 02:00:00+00:00,1.0,7.0,2.0,1223.0,5127.0,276.36693125,1010.6,86.6,1.4,740.8
148,2015-01-07 03:00:00+00:00,1.0,7.0,3.0,1189.0,4940.0,276.45869999999996,1010.6,86.8,1.2,740.8
149,2015-01-07 04:00:00+00:00,1.0,7.0,4.0,1142.0,4735.0,275.71659999999997,1010.8,84.8,1.4,801.4
150,2015-01-07 05:00:00+00:00,1.0,7.0,5.0,1043.0,4266.0,275.62,1010.8,82.0,1.4,801.4
151,2015-01-07 06:00:00+00:00,1.0,7.0,6.0,979.0,3849.0,275.6224,1011.0,83.6,1.4,801.4
152,2015-01-07 07:00:00+00:00,1.0,7.0,7.0,1336.0,3369.0,275.8288625,1021.6,85.0,1.6,680.6
153,2015-01-07 08:00:00+00:00,1.0,7.0,8.0,2121.0,2959.0,276.38694375,1026.0,87.2,2.0,680.6
154,2015-01-07 09:00:00+00:00,1.0,7.0,9.0,2841.0,3226.0,279.95990625,1014.2,78.2,1.2,740.8
155,2015-01-07 10:00:00+00:00,1.0,7.0,10.0,3556.0,4273.0,279.88893125,1021.4,82.4,1.6,680.4
156,2015-01-07 11:00:00+00:00,1.0,7.0,11.0,3756.0,5914.0,282.83286875,1012.4,76.4,1.2,800.4
157,2015-01-07 12:00:00+00:00,1.0,7.0,12.0,3639.0,7320.0,282.9224,1016.6,74.8,1.2,680.0
158,2015-01-07 13:00:00+00:00,1.0,7.0,13.0,4133.0,7837.0,283.2955375,1030.2,71.0,1.4,680.0
159,2015-01-07 14:00:00+00:00,1.0,7.0,14.0,4896.0,7890.0,283.89326875,1029.8,69.8,1.4,680.0
160,2015-01-07 15:00:00+00:00,1.0,7.0,15.0,4647.0,7996.0,281.0254,1030.4,80.8,1.4,680.0
161,2015-01-07 16:00:00+00:00,1.0,7.0,16.0,4184.0,7955.0,282.77833749999996,1029.6,75.2,1.2,680.0
162,2015-01-07 17:00:00+00:00,1.0,7.0,17.0,3631.0,7582.0,281.06566875000004,1030.2,82.2,1.4,680.0
163,2015-01-07 18:00:00+00:00,1.0,7.0,18.0,2772.0,6821.0,279.49165,1022.0,78.6,1.4,800.6
164,2015-01-07 19:00:00+00:00,1.0,7.0,19.0,2013.0,6198.0,277.62093125,1019.8,84.2,1.4,800.4
165,2015-01-07 20:00:00+00:00,1.0,7.0,20.0,1193.0,6139.0,277.30366875,1020.0,84.8,1.4,800.4
166,2015-01-07 21:00:00+00:00,1.0,7.0,21.0,636.0,6398.0,276.8893,1020.2,85.2,1.4,800.4
167,2015-01-07 22:00:00+00:00,1.0,7.0,22.0,573.0,6262.0,276.20506875,1020.6,85.2,1.6,800.6
168,2015-01-07 23:00:00+00:00,1.0,7.0,23.0,433.0,5908.0,276.60273125,1020.6,85.4,1.6,800.6
169,2015-01-08 00:00:00+00:00,1.0,8.0,0.0,391.0,5509.0,276.2135,1020.8,85.4,1.6,800.4
170,2015-01-08 01:00:00+00:00,1.0,8.0,1.0,352.0,5204.0,275.78133125,1021.0,86.8,1.8,800.2
171,2015-01-08 02:00:00+00:00,1.0,8.0,2.0,328.0,4891.0,275.50046875,1021.4,86.8,1.8,800.2
172,2015-01-08 03:00:00+00:00,1.0,8.0,3.0,327.0,4738.0,275.3487,1021.4,87.0,1.4,800.2
173,2015-01-08 04:00:00+00:00,1.0,8.0,4.0,320.0,4868.0,275.1448,1021.4,87.0,1.8,800.2
174,2015-01-08 05:00:00+00:00,1.0,8.0,5.0,265.0,4809.0,274.8442,1022.0,86.6,1.4,800.0
175,2015-01-08 06:00:00+00:00,1.0,8.0,6.0,223.0,4849.0,274.9282,1022.8,86.4,1.4,800.0
176,2015-01-08 07:00:00+00:00,1.0,8.0,7.0,708.0,4285.0,274.6651375,1022.8,86.4,1.4,800.0
177,2015-01-08 08:00:00+00:00,1.0,8.0,8.0,2225.0,3889.0,276.32286875,1024.0,87.4,1.8,800.0
178,2015-01-08 09:00:00+00:00,1.0,8.0,9.0,3943.0,3330.0,278.7385,1024.2,77.4,1.8,800.4
179,2015-01-08 10:00:00+00:00,1.0,8.0,10.0,4514.0,2911.0,279.13826875,1024.4,74.2,1.8,800.2
180,2015-01-08 11:00:00+00:00,1.0,8.0,11.0,4926.0,2376.0,283.64753125,1024.8,71.2,1.6,800.4
181,2015-01-08 12:00:00+00:00,1.0,8.0,12.0,5067.0,1917.0,283.8505,1024.4,69.6,1.4,800.4
182,2015-01-08 13:00:00+00:00,1.0,8.0,13.0,5092.0,1741.0,285.7788,1024.4,61.6,1.8,801.0
183,2015-01-08 14:00:00+00:00,1.0,8.0,14.0,5019.0,1680.0,286.204,1024.8,60.2,2.2,801.0
184,2015-01-08 15:00:00+00:00,1.0,8.0,15.0,4803.0,1774.0,284.52645,1025.0,65.6,2.0,800.8
185,2015-01-08 16:00:00+00:00,1.0,8.0,16.0,4507.0,2001.0,283.9194,1033.0,69.4,1.8,800.6
186,2015-01-08 17:00:00+00:00,1.0,8.0,17.0,4010.0,2574.0,282.2158,1029.4,75.0,1.6,800.6
187,2015-01-08 18:00:00+00:00,1.0,8.0,18.0,3321.0,3022.0,280.5943,1026.6,79.4,1.6,800.6
188,2015-01-08 19:00:00+00:00,1.0,8.0,19.0,2089.0,3312.0,278.4654,1027.4,78.6,2.4,800.6
189,2015-01-08 20:00:00+00:00,1.0,8.0,20.0,957.0,3478.0,278.6604,1027.6,76.6,2.0,800.6
190,2015-01-08 21:00:00+00:00,1.0,8.0,21.0,721.0,3726.0,278.2894,1028.0,78.6,2.4,800.4
191,2015-01-08 22:00:00+00:00,1.0,8.0,22.0,691.0,3968.0,277.2884,1028.4,77.4,1.4,800.6
192,2015-01-08 23:00:00+00:00,1.0,8.0,23.0,39.0,3552.0,277.10740000000004,1028.4,76.6,1.4,800.4
193,2015-01-09 00:00:00+00:00,1.0,9.0,0.0,38.0,3334.0,276.7488,1028.2,77.2,1.6,800.6
194,2015-01-09 01:00:00+00:00,1.0,9.0,1.0,37.0,3486.0,276.5186,1028.4,74.8,1.4,800.2
195,2015-01-09 02:00:00+00:00,1.0,9.0,2.0,37.0,3492.0,276.73920000000004,1028.4,73.2,1.2,800.4
196,2015-01-09 03:00:00+00:00,1.0,9.0,3.0,36.0,3541.0,276.6307,1028.4,72.6,1.4,800.4
197,2015-01-09 04:00:00+00:00,1.0,9.0,4.0,41.0,3603.0,275.87993125,1034.4,81.0,1.4,800.4
198,2015-01-09 05:00:00+00:00,1.0,9.0,5.0,45.0,3952.0,275.51246875,1028.6,77.2,1.4,800.4
199,2015-01-09 06:00:00+00:00,1.0,9.0,6.0,58.0,4209.0,275.7811,1028.6,75.6,1.4,800.2
200,2015-01-09 07:00:00+00:00,1.0,9.0,7.0,317.0,4171.0,275.52426875000003,1028.8,76.4,1.4,800.4
201,2015-01-09 08:00:00+00:00,1.0,9.0,8.0,1107.0,3873.0,276.62493125000003,1029.4,75.4,1.4,800.2
202,2015-01-09 09:00:00+00:00,1.0,9.0,9.0,2133.0,3865.0,279.822,1029.2,69.6,1.8,800.4
203,2015-01-09 10:00:00+00:00,1.0,9.0,10.0,3193.0,3802.0,281.25826875,1029.6,68.6,1.8,800.2
204,2015-01-09 11:00:00+00:00,1.0,9.0,11.0,3932.0,3676.0,284.79093124999997,1029.6,63.0,2.2,800.2
205,2015-01-09 12:00:00+00:00,1.0,9.0,12.0,4156.0,3620.0,285.1199,1029.2,62.6,2.4,800.0
206,2015-01-09 13:00:00+00:00,1.0,9.0,13.0,4285.0,3774.0,286.31806875,1028.8,58.6,2.6,800.2
207,2015-01-09 14:00:00+00:00,1.0,9.0,14.0,4135.0,4045.0,286.92753749999997,1034.0,58.0,2.4,800.2
208,2015-01-09 15:00:00+00:00,1.0,9.0,15.0,3883.0,4345.0,284.3872375,1029.2,67.6,2.4,800.2
209,2015-01-09 16:00:00+00:00,1.0,9.0,16.0,3513.0,4914.0,285.643325,1036.4,65.6,1.8,800.0
210,2015-01-09 17:00:00+00:00,1.0,9.0,17.0,3253.0,5564.0,283.74966874999996,1032.8,73.2,1.8,800.0
211,2015-01-09 18:00:00+00:00,1.0,9.0,18.0,2403.0,5966.0,282.91630000000004,1028.6,71.4,1.4,800.0
212,2015-01-09 19:00:00+00:00,1.0,9.0,19.0,1060.0,5879.0,281.6024625,1033.2,77.4,1.6,800.0
213,2015-01-09 20:00:00+00:00,1.0,9.0,20.0,530.0,5861.0,279.88673750000004,1036.4,81.4,1.6,800.0
214,2015-01-09 21:00:00+00:00,1.0,9.0,21.0,444.0,5431.0,279.67788125,1034.2,81.0,1.8,800.0
215,2015-01-09 22:00:00+00:00,1.0,9.0,22.0,386.0,5147.0,277.59265625,1039.8,86.2,1.6,800.0
216,2015-01-09 23:00:00+00:00,1.0,9.0,23.0,384.0,996.0,277.01432500000004,1039.4,87.0,1.6,800.0
217,2015-01-10 00:00:00+00:00,1.0,10.0,0.0,167.0,897.0,277.901,1030.0,75.8,1.8,800.0
218,2015-01-10 01:00:00+00:00,1.0,10.0,1.0,102.0,934.0,277.7248,1026.6,73.4,1.8,800.0
